participant,group,eng_variety,spn_variety,have_ln,aoa,check_pass,check_fails,item,speaker_variety,condition,sentence_type,sentence,correct_response,response,is_correct,rt_raw,trial_n,sentence_dur,rt_adj
5d4c687110d5a500019db43e,native,NA,Mexico,si,NA,NA,NA,andalusian_mismatch_declarative-narrow-focus_Mi-tia-odia-la-lluvia.wav,peruvian,mismatch,declarative-narrow-focus,Mi tia odia la lluvia,0,0,1,1.954965,58,1.61,0.34496499999999997
5d4c687110d5a500019db43e,native,NA,Mexico,si,NA,NA,NA,andalusian_match_interrogative-partial-wh_Cuando-leia-el-libro.wav,peruvian,match,interrogative-partial-wh,Cuando leia el libro,1,1,1,2.05268,59,1.26,0.79268
5d4c687110d5a500019db43e,native,NA,Mexico,si,NA,NA,NA,andalusian_match_declarative-narrow-focus_Daniel-iba-a-Bolivia.wav,argentine,match,declarative-narrow-focus,Daniel iba a Bolivia,0,0,1,3.44862,60,1.27,2.17862
5d4c687110d5a500019db43e,native,NA,Mexico,si,NA,NA,NA,andalusian_mismatch_interrogative-partial-wh_Cuando-miraba-la-luna.wav,castilian,mismatch,interrogative-partial-wh,Cuando miraba la luna,1,1,1,2.51364,61,1.32,1.19364
5d4c687110d5a500019db43e,native,NA,Mexico,si,NA,NA,NA,andalusian_mismatch_interrogative-partial-wh_Por-que-odiaba-la-lluvia.wav,cuban,mismatch,interrogative-partial-wh,Por que odiaba la lluvia,1,1,1,3.568075,62,1.38,2.188075
5d4c687110d5a500019db43e,native,NA,Mexico,si,NA,NA,NA,andalusian_match_interrogative-total-yn_Maria-bebe-el-vino.wav,cuban,match,interrogative-total-yn,Maria bebe el vino,1,1,1,5.620775,63,1.33,4.290775
5d4cc624ae079c0019f544b6,native,NA,Mexico,si,NA,NA,NA,andalusian_match_declarative-broad-focus_Daniel-iba-a-Bolivia.wav,peruvian,match,declarative-broad-focus,Daniel iba a Bolivia,0,0,1,2.42234,0,1.44,0.9823400000000002
5d4cc624ae079c0019f544b6,native,NA,Mexico,si,NA,NA,NA,andalusian_mismatch_declarative-narrow-focus_Mi-novio-viene-del-lago.wav,argentine,mismatch,declarative-narrow-focus,Mi novio viene del lago,0,0,1,1.842745,1,1.3,0.542745
5d4cc624ae079c0019f544b6,native,NA,Mexico,si,NA,NA,NA,andalusian_match_interrogative-total-yn_Marta-abre-el-regalo.wav,mexican,match,interrogative-total-yn,Marta abre el regalo,1,1,1,1.72828,2,1.15,0.5782800000000001
5d4cc624ae079c0019f544b6,native,NA,Mexico,si,NA,NA,NA,andalusian_match_declarative-narrow-focus_David-leia-el-libro.wav,andalusian,match,declarative-narrow-focus,David leia el libro,0,0,1,1.96452,3,1.45,0.5145200000000001
5d4cc624ae079c0019f544b6,native,NA,Mexico,si,NA,NA,NA,andalusian_mismatch_interrogative-total-yn_La-nina-lava-el-plato.wav,cuban,mismatch,interrogative-total-yn,La nina lava el plato,1,1,1,1.47627,4,1.19,0.28627
5d4cc624ae079c0019f544b6,native,NA,Mexico,si,NA,NA,NA,andalusian_match_declarative-narrow-focus_Marta-abre-el-regalo.wav,peruvian,match,declarative-narrow-focus,Marta abre el regalo,0,0,1,2.33047,5,1.37,0.9604699999999999
5d4cc624ae079c0019f544b6,native,NA,Mexico,si,NA,NA,NA,andalusian_mismatch_interrogative-partial-wh_Por-que-vivia-en-Paris.wav,argentine,mismatch,interrogative-partial-wh,Por que vivia en Paris,1,1,1,1.615805,6,1.22,0.39580499999999996
5d4cc624ae079c0019f544b6,native,NA,Mexico,si,NA,NA,NA,andalusian_match_declarative-broad-focus_Mariano-habla-del-tiempo.wav,mexican,match,declarative-broad-focus,Mariano habla del tiempo,0,0,1,1.67896,7,1.22,0.45896000000000003
5d4cc624ae079c0019f544b6,native,NA,Mexico,si,NA,NA,NA,andalusian_mismatch_interrogative-partial-wh_Cuando-lavaba-el-plato.wav,castilian,mismatch,interrogative-partial-wh,Cuando lavaba el plato,1,1,1,1.68104,8,1.33,0.35104
5d4cc624ae079c0019f544b6,native,NA,Mexico,si,NA,NA,NA,andalusian_match_interrogative-partial-wh_Por-que-iba-a-Bolivia.wav,andalusian,match,interrogative-partial-wh,Por que iba a Bolivia,1,1,1,1.32923,9,1.23,0.09922999999999993
5d4cc624ae079c0019f544b6,native,NA,Mexico,si,NA,NA,NA,andalusian_match_declarative-narrow-focus_Manuela-vende-el-carro.wav,cuban,match,declarative-narrow-focus,Manuela vende el carro,0,0,1,1.6395,10,1.38,0.25950000000000006
5d4cc624ae079c0019f544b6,native,NA,Mexico,si,NA,NA,NA,andalusian_mismatch_interrogative-total-yn_Mi-novio-viene-del-lago.wav,cuban,mismatch,interrogative-total-yn,Mi novio viene del lago,1,0,0,1.94595,11,1.36,0.58595
5d4cc624ae079c0019f544b6,native,NA,Mexico,si,NA,NA,NA,andalusian_match_interrogative-partial-wh_Por-que-abre-el-regalo.wav,argentine,match,interrogative-partial-wh,Por que abre el regalo,1,1,1,1.54063,12,1.16,0.38063
5d4cc624ae079c0019f544b6,native,NA,Mexico,si,NA,NA,NA,andalusian_match_interrogative-partial-wh_Por-que-ama-la-navidad.wav,cuban,match,interrogative-partial-wh,Por que ama la navidad,1,1,1,1.09333,13,1.17,-0.07667000000000002
5d4cc624ae079c0019f544b6,native,NA,Mexico,si,NA,NA,NA,andalusian_mismatch_interrogative-partial-wh_Por-que-venia-del-lago.wav,cuban,mismatch,interrogative-partial-wh,Por que venia del lago,1,1,1,1.12087,14,1.04,0.08087
5d4cc624ae079c0019f544b6,native,NA,Mexico,si,NA,NA,NA,andalusian_mismatch_interrogative-total-yn_Mi-tia-odia-la-lluvia.wav,cuban,mismatch,interrogative-total-yn,Mi tia odia la lluvia,1,0,0,2.070545,15,1.22,0.8505450000000001
5d4cc624ae079c0019f544b6,native,NA,Mexico,si,NA,NA,NA,andalusian_match_interrogative-partial-wh_Cuando-lleva-el-abrigo.wav,chilean,match,interrogative-partial-wh,Cuando lleva el abrigo,1,1,1,2.01983,16,1.17,0.8498299999999999
5d4cc624ae079c0019f544b6,native,NA,Mexico,si,NA,NA,NA,andalusian_match_declarative-broad-focus_Marta-abre-el-regalo.wav,argentine,match,declarative-broad-focus,Marta abre el regalo,0,0,1,1.61648,17,1.36,0.2564799999999998
5d4cc624ae079c0019f544b6,native,NA,Mexico,si,NA,NA,NA,andalusian_match_interrogative-partial-wh_Cuando-vendia-el-carro.wav,cuban,match,interrogative-partial-wh,Cuando vendia el carro,1,1,1,1.65571,18,1.16,0.4957100000000001
5d4cc624ae079c0019f544b6,native,NA,Mexico,si,NA,NA,NA,andalusian_mismatch_declarative-narrow-focus_Mi-madre-come-la-fruta.wav,chilean,mismatch,declarative-narrow-focus,Mi madre come la fruta,0,1,0,1.52321,19,1.17,0.35321
5d4cc624ae079c0019f544b6,native,NA,Mexico,si,NA,NA,NA,andalusian_match_interrogative-total-yn_Daniel-iba-a-Bolivia.wav,argentine,match,interrogative-total-yn,Daniel iba a Bolivia,1,1,1,3.435165,20,1.41,2.0251650000000003
5d4cc624ae079c0019f544b6,native,NA,Mexico,si,NA,NA,NA,andalusian_match_declarative-broad-focus_Emilio-ama-la-marcha.wav,cuban,match,declarative-broad-focus,Emilio ama la marcha,0,0,1,3.650065,21,1.23,2.420065
5d4cc624ae079c0019f544b6,native,NA,Mexico,si,NA,NA,NA,andalusian_mismatch_interrogative-total-yn_La-maestra-vive-en-Paris.wav,cuban,mismatch,interrogative-total-yn,La maestra vive en Paris,1,0,0,1.61242,22,1.4,0.21242000000000005
5d4cc624ae079c0019f544b6,native,NA,Mexico,si,NA,NA,NA,andalusian_match_declarative-narrow-focus_Ana-lleva-el-abrigo.wav,castilian,match,declarative-narrow-focus,Ana lleva el abrigo,0,0,1,1.742515,23,1.22,0.5225150000000001
5d4cc624ae079c0019f544b6,native,NA,Mexico,si,NA,NA,NA,andalusian_match_declarative-broad-focus_Manuela-vende-el-carro.wav,peruvian,match,declarative-broad-focus,Manuela vende el carro,0,0,1,2.086135,24,1.52,0.566135
5d4cc624ae079c0019f544b6,native,NA,Mexico,si,NA,NA,NA,andalusian_mismatch_declarative-broad-focus_La-maestra-vive-en-Paris.wav,mexican,mismatch,declarative-broad-focus,La maestra vive en Paris,0,0,1,1.375615,25,1.2,0.17561500000000008
5d4cc624ae079c0019f544b6,native,NA,Mexico,si,NA,NA,NA,andalusian_mismatch_declarative-narrow-focus_Mi-tia-odia-la-lluvia.wav,castilian,mismatch,declarative-narrow-focus,Mi tia odia la lluvia,0,0,1,1.426665,26,1.42,0.006665000000000143
5d4cc624ae079c0019f544b6,native,NA,Mexico,si,NA,NA,NA,andalusian_mismatch_declarative-broad-focus_Mi-madre-come-la-fruta.wav,peruvian,mismatch,declarative-broad-focus,Mi madre come la fruta,0,0,1,1.849555,27,1.57,0.279555
5d4cc624ae079c0019f544b6,native,NA,Mexico,si,NA,NA,NA,andalusian_mismatch_declarative-broad-focus_El-bebe-comia-muy-bien.wav,andalusian,mismatch,declarative-broad-focus,El bebe comia muy bien,0,0,1,1.892695,28,1.33,0.562695
5d4cc624ae079c0019f544b6,native,NA,Mexico,si,NA,NA,NA,andalusian_mismatch_declarative-narrow-focus_La-nina-lava-el-plato.wav,argentine,mismatch,declarative-narrow-focus,La nina lava el plato,0,0,1,1.207525,29,1.26,-0.05247500000000005
5d4cc624ae079c0019f544b6,native,NA,Mexico,si,NA,NA,NA,andalusian_match_interrogative-total-yn_Mariano-habla-del-tiempo.wav,castilian,match,interrogative-total-yn,Mariano habla del tiempo,1,1,1,1.261245,30,1.58,-0.3187550000000001
5d4cc624ae079c0019f544b6,native,NA,Mexico,si,NA,NA,NA,andalusian_match_declarative-narrow-focus_Maria-bebe-el-vino.wav,andalusian,match,declarative-narrow-focus,Maria bebe el vino,0,1,0,1.64649,31,1.34,0.30648999999999993
5d4cc624ae079c0019f544b6,native,NA,Mexico,si,NA,NA,NA,andalusian_match_interrogative-total-yn_David-leia-el-libro.wav,peruvian,match,interrogative-total-yn,David leia el libro,1,1,1,1.361215,32,1.38,-0.01878499999999983
5d4cc624ae079c0019f544b6,native,NA,Mexico,si,NA,NA,NA,andalusian_match_interrogative-partial-wh_Cuando-bebia-el-vino.wav,peruvian,match,interrogative-partial-wh,Cuando bebia el vino,1,1,1,1.545205,33,1.37,0.17520499999999983
5d4cc624ae079c0019f544b6,native,NA,Mexico,si,NA,NA,NA,andalusian_mismatch_declarative-narrow-focus_La-maestra-vive-en-Paris.wav,castilian,mismatch,declarative-narrow-focus,La maestra vive en Paris,0,0,1,1.87723,34,1.72,0.15722999999999998
5d4cc624ae079c0019f544b6,native,NA,Mexico,si,NA,NA,NA,andalusian_mismatch_interrogative-partial-wh_Por-que-odiaba-la-lluvia.wav,mexican,mismatch,interrogative-partial-wh,Por que odiaba la lluvia,1,1,1,1.78648,35,1.17,0.6164800000000001
5d4cc624ae079c0019f544b6,native,NA,Mexico,si,NA,NA,NA,andalusian_match_interrogative-total-yn_Emilio-ama-la-marcha.wav,andalusian,match,interrogative-total-yn,Emilio ama la marcha,1,1,1,1.949035,36,1.38,0.5690350000000002
5d4cc624ae079c0019f544b6,native,NA,Mexico,si,NA,NA,NA,andalusian_match_declarative-broad-focus_Ana-lleva-el-abrigo.wav,argentine,match,declarative-broad-focus,Ana lleva el abrigo,0,0,1,1.417675,37,1.1,0.31767499999999993
5d4cc624ae079c0019f544b6,native,NA,Mexico,si,NA,NA,NA,andalusian_mismatch_interrogative-total-yn_El-bebe-comia-muy-bien.wav,puertorican,mismatch,interrogative-total-yn,El bebe comia muy bien,1,1,1,1.229635,38,1.22,0.00963500000000006
5d4cc624ae079c0019f544b6,native,NA,Mexico,si,NA,NA,NA,andalusian_match_interrogative-total-yn_Ana-lleva-el-abrigo.wav,peruvian,match,interrogative-total-yn,Ana lleva el abrigo,1,0,0,2.759455,39,1.39,1.369455
5d4cc624ae079c0019f544b6,native,NA,Mexico,si,NA,NA,NA,andalusian_match_interrogative-total-yn_Maria-bebe-el-vino.wav,mexican,match,interrogative-total-yn,Maria bebe el vino,1,1,1,1.46761,40,1.18,0.28761000000000014
5d4cc624ae079c0019f544b6,native,NA,Mexico,si,NA,NA,NA,andalusian_match_declarative-broad-focus_Maria-bebe-el-vino.wav,andalusian,match,declarative-broad-focus,Maria bebe el vino,0,0,1,1.628665,41,1.11,0.5186649999999999
5d4cc624ae079c0019f544b6,native,NA,Mexico,si,NA,NA,NA,andalusian_match_interrogative-total-yn_Manuela-vende-el-carro.wav,mexican,match,interrogative-total-yn,Manuela vende el carro,1,1,1,1.507755,42,1.26,0.24775499999999995
5d4cc624ae079c0019f544b6,native,NA,Mexico,si,NA,NA,NA,andalusian_mismatch_declarative-broad-focus_La-nina-lava-el-plato.wav,cuban,mismatch,declarative-broad-focus,La nina lava el plato,0,0,1,1.70088,43,1.22,0.48088
5d4cc624ae079c0019f544b6,native,NA,Mexico,si,NA,NA,NA,andalusian_match_interrogative-partial-wh_Cuando-leia-el-libro.wav,castilian,match,interrogative-partial-wh,Cuando leia el libro,1,1,1,1.10508,44,1.38,-0.27491999999999983
5d4cc624ae079c0019f544b6,native,NA,Mexico,si,NA,NA,NA,andalusian_mismatch_declarative-narrow-focus_El-hombre-mira-la-luna.wav,andalusian,mismatch,declarative-narrow-focus,El hombre mira la luna,0,0,1,1.703145,45,1.33,0.37314499999999984
5d4cc624ae079c0019f544b6,native,NA,Mexico,si,NA,NA,NA,andalusian_mismatch_interrogative-partial-wh_Por-que-oia-el-rio.wav,argentine,mismatch,interrogative-partial-wh,Por que oia el rio,1,1,1,1.35541,46,1.2,0.15541000000000005
5d4cc624ae079c0019f544b6,native,NA,Mexico,si,NA,NA,NA,andalusian_match_interrogative-partial-wh_Por-que-hablaba-del-agua.wav,mexican,match,interrogative-partial-wh,Por que hablaba del agua,1,1,1,1.452795,47,1.21,0.2427950000000001
5d4cc624ae079c0019f544b6,native,NA,Mexico,si,NA,NA,NA,andalusian_mismatch_interrogative-partial-wh_Cuando-comia-la-fruta.wav,andalusian,mismatch,interrogative-partial-wh,Cuando comia la fruta,1,1,1,2.25822,48,1.45,0.8082200000000002
5d4cc624ae079c0019f544b6,native,NA,Mexico,si,NA,NA,NA,andalusian_mismatch_interrogative-total-yn_El-hombre-mira-la-luna.wav,puertorican,mismatch,interrogative-total-yn,El hombre mira la luna,1,1,1,2.55396,49,1.22,1.33396
5d4cc624ae079c0019f544b6,native,NA,Mexico,si,NA,NA,NA,andalusian_mismatch_declarative-broad-focus_Mi-tia-odia-la-lluvia.wav,peruvian,mismatch,declarative-broad-focus,Mi tia odia la lluvia,0,0,1,2.826525,50,1.64,1.1865250000000003
5d4cc624ae079c0019f544b6,native,NA,Mexico,si,NA,NA,NA,andalusian_match_declarative-narrow-focus_Mariano-habla-del-tiempo.wav,puertorican,match,declarative-narrow-focus,Mariano habla del tiempo,0,0,1,2.29195,51,1.31,0.9819499999999999
5d4cc624ae079c0019f544b6,native,NA,Mexico,si,NA,NA,NA,andalusian_mismatch_declarative-narrow-focus_El-bebe-comia-muy-bien.wav,puertorican,mismatch,declarative-narrow-focus,El bebe comia muy bien,0,0,1,3.02615,52,1.19,1.83615
5d4cc624ae079c0019f544b6,native,NA,Mexico,si,NA,NA,NA,andalusian_match_declarative-narrow-focus_Emilio-ama-la-marcha.wav,puertorican,match,declarative-narrow-focus,Emilio ama la marcha,0,0,1,1.131285,53,1.21,-0.07871499999999987
5d4cc624ae079c0019f544b6,native,NA,Mexico,si,NA,NA,NA,andalusian_mismatch_interrogative-total-yn_El-nino-oye-el-rio.wav,cuban,mismatch,interrogative-total-yn,El nino oye el rio,1,0,0,1.265465,54,1.06,0.205465
5d4cc624ae079c0019f544b6,native,NA,Mexico,si,NA,NA,NA,andalusian_mismatch_declarative-broad-focus_Mi-novio-viene-del-lago.wav,castilian,mismatch,declarative-broad-focus,Mi novio viene del lago,0,0,1,1.786375,55,1.51,0.27637500000000004
5d4cc624ae079c0019f544b6,native,NA,Mexico,si,NA,NA,NA,andalusian_mismatch_declarative-narrow-focus_El-nino-oye-el-rio.wav,castilian,mismatch,declarative-narrow-focus,El nino oye el rio,0,0,1,1.5498,56,1.39,0.15980000000000016
5d4cc624ae079c0019f544b6,native,NA,Mexico,si,NA,NA,NA,andalusian_match_declarative-broad-focus_David-leia-el-libro.wav,chilean,match,declarative-broad-focus,David leia el libro,0,0,1,1.9515,57,1.02,0.9315
5d4cc624ae079c0019f544b6,native,NA,Mexico,si,NA,NA,NA,andalusian_mismatch_interrogative-total-yn_Mi-madre-come-la-fruta.wav,castilian,mismatch,interrogative-total-yn,Mi madre come la fruta,1,1,1,1.676165,58,1.51,0.1661649999999999
5d4cc624ae079c0019f544b6,native,NA,Mexico,si,NA,NA,NA,andalusian_mismatch_interrogative-partial-wh_Por-que-desayuna-muy-bien.wav,andalusian,mismatch,interrogative-partial-wh,Por que desayuna muy bien,1,1,1,2.730035,59,1.4,1.330035
5d4cc624ae079c0019f544b6,native,NA,Mexico,si,NA,NA,NA,andalusian_mismatch_declarative-broad-focus_El-hombre-mira-la-luna.wav,mexican,mismatch,declarative-broad-focus,El hombre mira la luna,0,0,1,1.289865,60,1.22,0.06986500000000007
5d4cc624ae079c0019f544b6,native,NA,Mexico,si,NA,NA,NA,andalusian_match_declarative-narrow-focus_Daniel-iba-a-Bolivia.wav,peruvian,match,declarative-narrow-focus,Daniel iba a Bolivia,0,0,1,1.88027,61,1.33,0.55027
5d4cc624ae079c0019f544b6,native,NA,Mexico,si,NA,NA,NA,andalusian_mismatch_declarative-broad-focus_El-nino-oye-el-rio.wav,cuban,mismatch,declarative-broad-focus,El nino oye el rio,0,0,1,3.441015,62,1.39,2.0510150000000005
5d4cc624ae079c0019f544b6,native,NA,Mexico,si,NA,NA,NA,andalusian_mismatch_interrogative-partial-wh_Cuando-miraba-la-luna.wav,puertorican,mismatch,interrogative-partial-wh,Cuando miraba la luna,1,0,0,2.07814,63,1.1,0.9781399999999998
5d60061e45714d00019ad6a4,native,NA,Spain,no,NA,NA,NA,andalusian_mismatch_declarative-narrow-focus_El-hombre-mira-la-luna.wav,cuban,mismatch,declarative-narrow-focus,El hombre mira la luna,0,0,1,1.584835,0,1.22,0.364835
5d60061e45714d00019ad6a4,native,NA,Spain,no,NA,NA,NA,andalusian_mismatch_declarative-narrow-focus_Mi-novio-viene-del-lago.wav,chilean,mismatch,declarative-narrow-focus,Mi novio viene del lago,0,0,1,1.68486,1,1.37,0.3148599999999999
5d60061e45714d00019ad6a4,native,NA,Spain,no,NA,NA,NA,andalusian_mismatch_declarative-narrow-focus_Mi-madre-come-la-fruta.wav,peruvian,mismatch,declarative-narrow-focus,Mi madre come la fruta,0,0,1,3.540135,2,1.63,1.910135
5d60061e45714d00019ad6a4,native,NA,Spain,no,NA,NA,NA,andalusian_mismatch_declarative-narrow-focus_Mi-tia-odia-la-lluvia.wav,chilean,mismatch,declarative-narrow-focus,Mi tia odia la lluvia,0,0,1,1.76752,3,1.44,0.32752000000000003
5d60061e45714d00019ad6a4,native,NA,Spain,no,NA,NA,NA,andalusian_match_declarative-broad-focus_Marta-abre-el-regalo.wav,chilean,match,declarative-broad-focus,Marta abre el regalo,0,0,1,2.06252,4,1.1,0.96252
5d60061e45714d00019ad6a4,native,NA,Spain,no,NA,NA,NA,andalusian_mismatch_declarative-broad-focus_Mi-tia-odia-la-lluvia.wav,chilean,mismatch,declarative-broad-focus,Mi tia odia la lluvia,0,0,1,1.509425,5,1.34,0.16942499999999994
5d60061e45714d00019ad6a4,native,NA,Spain,no,NA,NA,NA,andalusian_match_declarative-broad-focus_Emilio-ama-la-marcha.wav,peruvian,match,declarative-broad-focus,Emilio ama la marcha,0,0,1,1.70569,6,1.44,0.26569
5d60061e45714d00019ad6a4,native,NA,Spain,no,NA,NA,NA,andalusian_mismatch_declarative-narrow-focus_La-maestra-vive-en-Paris.wav,chilean,mismatch,declarative-narrow-focus,La maestra vive en Paris,0,1,0,1.690135,7,1.33,0.36013499999999987
5d60061e45714d00019ad6a4,native,NA,Spain,no,NA,NA,NA,andalusian_mismatch_declarative-broad-focus_La-maestra-vive-en-Paris.wav,castilian,mismatch,declarative-broad-focus,La maestra vive en Paris,0,0,1,1.784765,8,1.6,0.18476499999999985
5d60061e45714d00019ad6a4,native,NA,Spain,no,NA,NA,NA,andalusian_mismatch_declarative-broad-focus_Mi-madre-come-la-fruta.wav,argentine,mismatch,declarative-broad-focus,Mi madre come la fruta,0,0,1,1.65858,9,1.52,0.13857999999999993
5d60061e45714d00019ad6a4,native,NA,Spain,no,NA,NA,NA,andalusian_match_interrogative-partial-wh_Cuando-bebia-el-vino.wav,cuban,match,interrogative-partial-wh,Cuando bebia el vino,1,1,1,1.358465,10,1.12,0.23846499999999993
5d60061e45714d00019ad6a4,native,NA,Spain,no,NA,NA,NA,andalusian_mismatch_interrogative-partial-wh_Por-que-venia-del-lago.wav,andalusian,mismatch,interrogative-partial-wh,Por que venia del lago,1,1,1,1.682345,11,1.29,0.39234499999999994
5d60061e45714d00019ad6a4,native,NA,Spain,no,NA,NA,NA,andalusian_match_interrogative-partial-wh_Por-que-abre-el-regalo.wav,castilian,match,interrogative-partial-wh,Por que abre el regalo,1,1,1,1.452295,12,1.39,0.06229499999999999
5d60061e45714d00019ad6a4,native,NA,Spain,no,NA,NA,NA,andalusian_mismatch_declarative-broad-focus_La-nina-lava-el-plato.wav,puertorican,mismatch,declarative-broad-focus,La nina lava el plato,0,0,1,1.60672,13,1.14,0.46672
5d60061e45714d00019ad6a4,native,NA,Spain,no,NA,NA,NA,andalusian_match_declarative-narrow-focus_Mariano-habla-del-tiempo.wav,puertorican,match,declarative-narrow-focus,Mariano habla del tiempo,0,0,1,1.58729,14,1.31,0.27729000000000004
5d60061e45714d00019ad6a4,native,NA,Spain,no,NA,NA,NA,andalusian_match_declarative-broad-focus_Maria-bebe-el-vino.wav,cuban,match,declarative-broad-focus,Maria bebe el vino,0,0,1,1.34486,15,1.25,0.09485999999999994
5d60061e45714d00019ad6a4,native,NA,Spain,no,NA,NA,NA,andalusian_match_declarative-narrow-focus_Daniel-iba-a-Bolivia.wav,peruvian,match,declarative-narrow-focus,Daniel iba a Bolivia,0,0,1,1.660455,16,1.33,0.33045499999999994
5d60061e45714d00019ad6a4,native,NA,Spain,no,NA,NA,NA,andalusian_mismatch_interrogative-total-yn_El-hombre-mira-la-luna.wav,puertorican,mismatch,interrogative-total-yn,El hombre mira la luna,1,1,1,1.61616,17,1.22,0.39616000000000007
5d60061e45714d00019ad6a4,native,NA,Spain,no,NA,NA,NA,andalusian_mismatch_interrogative-partial-wh_Por-que-oia-el-rio.wav,peruvian,mismatch,interrogative-partial-wh,Por que oia el rio,1,1,1,1.503565,18,1.4,0.10356500000000013
5d60061e45714d00019ad6a4,native,NA,Spain,no,NA,NA,NA,andalusian_match_interrogative-partial-wh_Cuando-leia-el-libro.wav,puertorican,match,interrogative-partial-wh,Cuando leia el libro,1,1,1,1.588535,19,1.01,0.578535
5d60061e45714d00019ad6a4,native,NA,Spain,no,NA,NA,NA,andalusian_mismatch_declarative-broad-focus_El-bebe-comia-muy-bien.wav,castilian,mismatch,declarative-broad-focus,El bebe comia muy bien,0,0,1,1.98438,20,1.6,0.38437999999999994
5d60061e45714d00019ad6a4,native,NA,Spain,no,NA,NA,NA,andalusian_mismatch_interrogative-total-yn_La-maestra-vive-en-Paris.wav,argentine,mismatch,interrogative-total-yn,La maestra vive en Paris,1,1,1,1.87821,21,1.56,0.3182099999999999
5d60061e45714d00019ad6a4,native,NA,Spain,no,NA,NA,NA,andalusian_match_declarative-broad-focus_David-leia-el-libro.wav,castilian,match,declarative-broad-focus,David leia el libro,0,0,1,1.65767,22,1.48,0.17767
5d60061e45714d00019ad6a4,native,NA,Spain,no,NA,NA,NA,andalusian_mismatch_declarative-broad-focus_El-nino-oye-el-rio.wav,argentine,mismatch,declarative-broad-focus,El nino oye el rio,0,0,1,1.96828,23,1.56,0.40828
5d60061e45714d00019ad6a4,native,NA,Spain,no,NA,NA,NA,andalusian_match_interrogative-total-yn_Maria-bebe-el-vino.wav,argentine,match,interrogative-total-yn,Maria bebe el vino,1,0,0,1.747435,24,1.26,0.48743500000000006
5d60061e45714d00019ad6a4,native,NA,Spain,no,NA,NA,NA,andalusian_mismatch_declarative-narrow-focus_La-nina-lava-el-plato.wav,cuban,mismatch,declarative-narrow-focus,La nina lava el plato,0,0,1,1.27334,25,1.16,0.11334
5d60061e45714d00019ad6a4,native,NA,Spain,no,NA,NA,NA,andalusian_mismatch_interrogative-partial-wh_Cuando-miraba-la-luna.wav,cuban,mismatch,interrogative-partial-wh,Cuando miraba la luna,1,1,1,1.456775,26,1.17,0.286775
5d60061e45714d00019ad6a4,native,NA,Spain,no,NA,NA,NA,andalusian_match_interrogative-partial-wh_Por-que-hablaba-del-agua.wav,chilean,match,interrogative-partial-wh,Por que hablaba del agua,1,1,1,1.65096,27,1.49,0.16096
5d60061e45714d00019ad6a4,native,NA,Spain,no,NA,NA,NA,andalusian_mismatch_interrogative-partial-wh_Por-que-desayuna-muy-bien.wav,castilian,mismatch,interrogative-partial-wh,Por que desayuna muy bien,1,1,1,1.41842,28,1.52,-0.10158
5d60061e45714d00019ad6a4,native,NA,Spain,no,NA,NA,NA,andalusian_mismatch_declarative-broad-focus_El-hombre-mira-la-luna.wav,chilean,mismatch,declarative-broad-focus,El hombre mira la luna,0,0,1,1.418755,29,1.12,0.2987549999999999
5d60061e45714d00019ad6a4,native,NA,Spain,no,NA,NA,NA,andalusian_match_declarative-narrow-focus_Emilio-ama-la-marcha.wav,cuban,match,declarative-narrow-focus,Emilio ama la marcha,0,0,1,1.451105,30,1.26,0.19110500000000008
5d60061e45714d00019ad6a4,native,NA,Spain,no,NA,NA,NA,andalusian_mismatch_interrogative-total-yn_El-nino-oye-el-rio.wav,peruvian,mismatch,interrogative-total-yn,El nino oye el rio,1,1,1,2.0868,31,1.45,0.6368000000000003
5d60061e45714d00019ad6a4,native,NA,Spain,no,NA,NA,NA,andalusian_mismatch_declarative-narrow-focus_El-nino-oye-el-rio.wav,castilian,mismatch,declarative-narrow-focus,El nino oye el rio,0,0,1,1.38109,32,1.39,-0.008909999999999973
5d60061e45714d00019ad6a4,native,NA,Spain,no,NA,NA,NA,andalusian_match_interrogative-total-yn_Mariano-habla-del-tiempo.wav,castilian,match,interrogative-total-yn,Mariano habla del tiempo,1,1,1,1.353885,33,1.58,-0.22611500000000007
5d60061e45714d00019ad6a4,native,NA,Spain,no,NA,NA,NA,andalusian_match_interrogative-total-yn_Marta-abre-el-regalo.wav,peruvian,match,interrogative-total-yn,Marta abre el regalo,1,1,1,2.035595,34,1.53,0.5055949999999998
5d60061e45714d00019ad6a4,native,NA,Spain,no,NA,NA,NA,andalusian_match_declarative-narrow-focus_Marta-abre-el-regalo.wav,castilian,match,declarative-narrow-focus,Marta abre el regalo,0,0,1,1.406015,35,1.4,0.006015000000000104
5d60061e45714d00019ad6a4,native,NA,Spain,no,NA,NA,NA,andalusian_mismatch_interrogative-total-yn_El-bebe-comia-muy-bien.wav,argentine,mismatch,interrogative-total-yn,El bebe comia muy bien,1,1,1,1.52101,36,1.29,0.23100999999999994
5d60061e45714d00019ad6a4,native,NA,Spain,no,NA,NA,NA,andalusian_match_declarative-narrow-focus_Manuela-vende-el-carro.wav,peruvian,match,declarative-narrow-focus,Manuela vende el carro,0,0,1,1.611055,37,1.55,0.06105499999999986
5d60061e45714d00019ad6a4,native,NA,Spain,no,NA,NA,NA,andalusian_match_interrogative-partial-wh_Por-que-iba-a-Bolivia.wav,cuban,match,interrogative-partial-wh,Por que iba a Bolivia,1,1,1,1.4864,38,1.2,0.2864
